Data,Label
"<p>i want to simulate the esim simulation with 555 timer for astable operation&nbsp; but it is showing</p><div>the error during kicad to ngspice conversion</div><div><b>""Your schematic contain unknown model lm555n"" how to solve this problem??????</b></div><div><b></b></div><div><b></b></div><p></p>",Not Spam
I m creating project on numeric water multi level indicator in that components are<div> IC 7447</div><div> IC 74148</div><div> Resistors 10k ohm *8</div><div>                    100k ohm*1</div><div>     7 segment display</div><div>       5volt supply </div><div>  But IC 74hc47 is not available in esim software components list</div>,Not Spam
"hi there,<div>may i know the last date for submitting circuit simulation project.</div><div>please anyone say answer to this. </div>",Not Spam
"<p><font size=""2"">I am interested i</font><font size=""2"">n</font><font size=""2"">the Circuit Simulation Project &amp; I have my circuit ready with me , but when I fill the proposal form &amp; try to submit it with all required details its showing '</font><span style=""color: rgb(114, 111, 111); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 15px; background-color: rgb(252, 252, 252);""><b>The website encountered an unexpected error. Please try again later.'</b></span><br style=""color: rgb(114, 111, 111); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 15px; background-color: rgb(252, 252, 252);""><font size=""2""></font></p><div><font size=""2"">Plz help.</font></div><p></p>",Not Spam
where to upload the abstract for the approved projects,Not Spam
"I am currently working in a project of modelling an ignition system in OpenModelica. It is required for me to develop a spark plug for detailed simulation which in turn needed to study the gap, pressure and it's effect to the breakdown voltage(Paschen Law). However, it is difficult for me to design such a model due to limited information on the internet. Can anyone have an idea on how to develop such model in OpenModelica?",Not Spam
"<font size=""3"">Hello,</font><div style=""font-size: 15px;""><font size=""3"">
</font></div><div style=""font-size: 15px;""><font size=""3"">I would like to know, please, if DWSIM can be used for static or dynamic modelisation and also if there is forward or reverse osmosis module in it.</font></div><div style=""font-size: 15px;""><font size=""3"">
</font></div><div style=""font-size: 15px;""><font size=""3"">Thank you.</font></div>",Not Spam
"<p></p><p></p><p><br></p><div><b>after following all the steps, the simulation is not running. the error message is displayed as ""fatal error in NGSPICE"" and ""Error while opening python plotting Editor. Please look at console for more details"".</b></div><div><b>the kicad to ngspice successful message is displayed but plot_data_i.txt and plot_data_v.txt files are not being created.</b></div><div><b>the ngspice window shows the error message "" error in&nbsp;</b><span style=""background-color: rgb(249, 246, 246);"">bt1  net-_bt1-pad1_ net-_bt1-pad2_ 6k"".</span></div><div><b>the contents of cir.out file is:-</b></div><div><p style=""margin-bottom: 0px;"">* c:\\users\\sheena\\esim-workspace\\model1\\model1.cir</p>\n<p style=""margin-bottom: 0px;""><br></p>\n<p style=""margin-bottom: 0px;"">d1  net-_bt1-pad1_ in d</p>\n<p style=""margin-bottom: 0px;"">d2  in net-_bt2-pad2_ d</p>\n<p style=""margin-bottom: 0px;"">bt1  net-_bt1-pad1_ net-_bt1-pad2_ 6k</p>\n<p style=""margin-bottom: 0px;"">bt2  net-_bt1-pad2_ net-_bt2-pad2_ 4k</p>\n<p style=""margin-bottom: 0px;"">r1  in net-_bt1-pad2_ 1k</p>\n<p style=""margin-bottom: 0px;"">* u1  in plot_v1</p>\n<p style=""margin-bottom: 0px;"">* u2  in plot_v1</p>\n<p style=""margin-bottom: 0px;"">v1  in net-_bt1-pad2_ sine(0 10000 50 0 0)</p>\n<p style=""margin-bottom: 0px;"">.tran 10e-03 100e-03 0e-03</p>\n<p style=""margin-bottom: 0px;""><br></p>\n<p style=""margin-bottom: 0px;"">* Control Statements </p>\n<p style=""margin-bottom: 0px;"">.control</p>\n<p style=""margin-bottom: 0px;"">run</p>\n<p style=""margin-bottom: 0px;"">print allv &gt; plot_data_v.txt</p>\n<p style=""margin-bottom: 0px;"">print alli &gt; plot_data_i.txt</p>\n<p style=""margin-bottom: 0px;"">plot v(in)</p>\n<p style=""margin-bottom: 0px;"">plot v(in)</p>\n<p style=""margin-bottom: 0px;"">.endc</p>\n<p style=""margin-bottom: 0px;"">.end</p><p style=""margin-bottom: 0px;""><br></p><p style=""margin-bottom: 0px;""><br></p></div><p></p><p></p><p></p>",Not Spam
"Respected Sir/Madam
                                        I am developing code for weiner kinchin relation. I have hit a road block when the auto/cross correlation of a sequence would result in output length being almost double. How do I get over this problem.

Your help will be priceless.

Yours sincerely
T.V.Chandra Shekar
",Not Spam
"<p>hi there,</p><div>i'm getting error while i'm running ERC.</div><div>i have attached the image please send and help me to do continue.....</div><div><br></div><div><br></div><div></div><div>thankyou</div><p></p>",Not Spam
"where do i find the input sinusoidal wave in esim schematic..<div>
</div>",Not Spam
"ErrType(3): Pin connected to some others pins but no pin to drive it

@ (68.58 mm,73.66 mm): Pin 1 (Power input) of component #PWR03 is not driven (Net 1).
This Error  accource during circuit rule checking
",Not Spam
"when i am trying to use a thyristor from esim_power library, things are going fine till netlist generation but kicad to ngspice conversion successful is also displayed. while doing the kicad to ngspice conversion, device modelling for two diodes is blank and so i have added a path there, leading to diode file in device modelling library. for subcircuit tab, i have added the path to scr file in subcircuit user defined library.<div>the .cir.out file is</div><div>
</div><div><p style=""margin-bottom: 0px;"">.include scr.sub</p>
<p style=""margin-bottom: 0px;"">.include userDiode.lib</p>
<p style=""margin-bottom: 0px;"">v1 net-_t1-pad1_ gnd  dc 100</p>
<p style=""margin-bottom: 0px;"">x1 gnd net-_v2-pad1_ net-_t1-pad2_ scr</p>
<p style=""margin-bottom: 0px;"">v2  net-_v2-pad1_ gnd pulse(0.1 10 10m 0 0 10m 20m)</p>
<p style=""margin-bottom: 0px;"">t1  net-_t1-pad1_ net-_t1-pad2_ two net-_d1-pad2_ 2</p>
<p style=""margin-bottom: 0px;"">d1 two net-_d1-pad2_ D1N750</p>
<p style=""margin-bottom: 0px;"">d2 net-_d1-pad2_ net-_d2-pad2_ D1N750</p>
<p style=""margin-bottom: 0px;"">l1  net-_d2-pad2_ one 1m</p>
<p style=""margin-bottom: 0px;"">c1  one two 1u</p>
<p style=""margin-bottom: 0px;"">r1  two one 1k</p>
<p style=""margin-bottom: 0px;"">* u2  one two plot_v2</p>
<p style=""margin-bottom: 0px;"">.tran 10e-03 100e-03 0e-03</p>
<p style=""margin-bottom: 0px;"">
</p>
<p style=""margin-bottom: 0px;"">* Control Statements </p>
<p style=""margin-bottom: 0px;"">.control</p>
<p style=""margin-bottom: 0px;"">run</p>
<p style=""margin-bottom: 0px;"">print allv &gt; plot_data_v.txt</p>
<p style=""margin-bottom: 0px;"">print alli &gt; plot_data_i.txt</p>
<p style=""margin-bottom: 0px;"">plot v(one,two)</p>
<p style=""margin-bottom: 0px;"">.endc</p>
<p style=""margin-bottom: 0px;"">.end</p>
<p style=""margin-bottom: 0px;"">the error is integer division or modulo by zero</p></div><div>
</div>",Not Spam
How to upload abstact after getting a approved mail?,Not Spam
"<p></p><div>Help build the Weierstrass-Mandelbrot Curve function graph</div><div>b = 1.5</div><div>D = 1.8<img align=""none"" alt="""" src=""https://www.dropbox.com/s/c8ypx3o9wvlyokz/24.png?dl=0""><br><a href=""https://www.dropbox.com/s/c8ypx3o9wvlyokz/24.png?dl=0"" title="""" target="""">https://www.dropbox.com/s/c8ypx3o9wvlyokz/24.png?dl=0</a><br><img src=""https://www.dropbox.com/s/c8ypx3o9wvlyokz/24.png?dl=0"" alt="""" align=""none""></div><div><img align=""none"" alt="""" src=""https://www.dropbox.com/s/c8ypx3o9wvlyokz/24.png?dl=0""></div><p></p>",Not Spam
"Hello,<div>
</div><div>I have a matrix problem with quite a simple code. The point of this code is to create a new vector, similar to a previous one, but with a different dimension.</div><div>
</div><div>The dimension of the new vectors created is set by a variable value, which I call ""dim"" in my code. I want to create a new vector ""xnew"" which has same values as the vector ""x"" which I created previously in my code.</div><div>
</div><div>So I create first a zero matrix :</div><div>
</div><div><div>xnew=zeros(dim,1);</div><div>
</div><div>Then I copy the values of x (big vector) to xnew (same but smaller) with a loop :</div><div>
</div><div>for i=1:dim</div><div>    xnew(i,1)=x(i,1);</div><div>end</div></div><div>
</div><div>Problem : if I display my new vector (xnew), the last line is missing. If I check the size of the matrix ""xnew"", it gives me a line dimension which is one unit less than the variable ""dim"". But if I display this variable ""dim"" at any part of the code, I always have dim which has the good value, but the matrix systematically miss one unit and has a dimension of (dim-1, 1).</div><div>
</div><div>This is for me very strange, and if I use constant values I don't have this problem. Does somebody have a clue of the potential reason of this?</div>",Not Spam
"<p>After installation, Schematic window is not opening. only it shows the terminal window. after a few seconds, automatically that window also gets closed. Kindly give me the solution. I have also installed the esim software multiple times. I am using windows 7.</p><div></div><p></p>",Not Spam
Can anybody suggest Resource persons for OPENFOAM Software.,Not Spam
"Respected Sir/ Madam
                                          I am trying to find FFT of given sequence. Let us suppose that I have sequence of 1024 samples but I want 
to find 512 point FFT for this. Your suggestions and help will be priceless.

Yours sincerely
T.V.Chandra Shekar
",Not Spam
"<span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);"">I have been trying to understand and solve one complex problem </span><span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);"">of cryogenic system. I would be glad if you help me through.</span><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);"">As you can see in attached figure, there is a sphere shaped tank containing liquid oxygen at temperature -263 C. I suppose to evacuate the liquid oxygen by passing Nitrogen gas at high pressure from top inlet. The Nitrogen gas is passing at ambient temperature. i.e. 30 C. The liquid oxygen suppose to come down from the bottom of the tank pipe connected. </span><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);"">The gas phase Nitrogen condenses immediately at the Liquid Oxygen interface and it forms liquid layer. And due to the applied pressure from the top inlet, liquid Oxygen suppose to come out from the bottom outlet. </span><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);"">Here, I suppose to find the temperature profile over the tank and fraction of nitrogen that diffuses at upper oxygen interface.</span><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""> problem involves three phases basically i.e. gaseous nitrogen, liquid nitrogen (due to condensation) and liquid oxygen. </span><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><br style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);""><span style=""color: rgb(0, 0, 0); font-family: verdana, geneva, lucida, &quot;lucida grande&quot;, arial, helvetica, sans-serif; font-size: 13.3333px; background-color: rgb(247, 247, 247);"">How I can solve this problem?</span>",Not Spam
